BPM,KEY,METER,VOCAL GENDER,VOCAL PRESENCE,main_genres,sub_genres,FREE GENRES,simple_moods,moods,character ,MOVEMENT ,VALENCE,AROUSAL,ENERGY LEVEL,EMOTIONAL PROFILE,ENERGY DYNAMICS,EMOTIONAL DYNAMICS,INSTRUMENTS ,INSTRUMENTS PRESENCE,BRAND VALUES ,AUGMENTED KEYWORDS,"AUTO-DESCRIPTION
*(needs to be booked separately)",MUSICAL ERA,"LYRIC TAGS
*(needs to be booked separately)","LYRIC EXPLICITNESS
*(needs to be booked separately)",LYRIC AI TRANSCRIPT,VOICE OVER,"MOST SIGNIFICANT PART
(The most striking part of the song)"
,,,,,,,Asakaa,,,,,,,,,,,,,Hectic,Chaotic,,,,,,,
,,,,,,,Asbury Park Indie,,,,,,,,,,,,,Hero,Charismatic,,,,,,,
,,,,,,,Asheville Indie,,,,,,,,,,,,,Hesitant,Charity,,,,,,,
,,,,,,,Asian American Hip Hop,,,,,,,,,,,,,Hi Energy,Charming,,,,,,,
,,,,,,,Asmr,,,,,,,,,,,,,Hi Tech,Chasing,,,,,,,
,,,,,,,Assamese Pop,,,,,,,,,,,,,Hick,Cheeky,,,,,,,
,,,,,,,Assyrian Pop,,,,,,,,,,,,,High Energy,Cheer Competition,,,,,,,
,,,,,,,Athens Indie,,,,,,,,,,,,,High Impact,Cheerful,,,,,,,
,,,,,,,Atl Hip Hop,,,,,,,,,,,,,High Octane,Cheerleading,,,,,,,
,,,,,,,Atl Trap,,,,,,,,,,,,,High Society,Cheery,,,,,,,
,,,,,,,Atlanta Bass,,,,,,,,,,,,,High Tech,Cheesy,,,,,,,
,,,,,,,Atlanta Indie,,,,,,,,,,,,,Hilarious,Chic,,,,,,,
,,,,,,,Atlanta Metal,,,,,,,,,,,,,Hip,Childhood,,,,,,,
,,,,,,,Atlanta Punk,,,,,,,,,,,,,Histrionic,Childlike,,,,,,,
,,,,,,,Atlantic Canada Hip Hop,,,,,,,,,,,,,Hobby,Chill Out,,,,,,,
,,,,,,,Atmosphere,,,,,,,,,,,,,Hollywood,Chilled,,,,,,,
,,,,,,,Atmospheric Black Metal,,,,,,,,,,,,,Home,Choir,,,,,,,
,,,,,,,Atmospheric DnB,,,,,,,,,,,,,Horny,Choral,,,,,,,
,,,,,,,Atmospheric Doom,,,,,,,,,,,,,Hostile,Christian,,,,,,,
,,,,,,,Atmospheric Post-Metal,,,,,,,,,,,,,Hot,Christmas,,,,,,,
,,,,,,,Atmospheric Post-Rock,,,,,,,,,,,,,Huge,Church Bells,,,,,,,
,,,,,,,Atmospheric Sludge,,,,,,,,,,,,,Human,Cinema,,,,,,,
,,,,,,,Auckland Indie,,,,,,,,,,,,,Human Interest,Cinematic,,,,,,,
,,,,,,,Audiophile Vocal,,,,,,,,,,,,,Humorous,Circus,,,,,,,
,,,,,,,Aussie Drill,,,,,,,,,,,,,Humour,City,,,,,,,
,,,,,,,Aussie Emo,,,,,,,,,,,,,Impact,Classic Rock,,,,,,,
,,,,,,,Aussietronica,,,,,,,,,,,,,Impatient,Classical,,,,,,,
,,,,,,,Austin Americana,,,,,,,,,,,,,Imposing,Classical Ensemble,,,,,,,
,,,,,,,Austin Hip Hop,,,,,,,,,,,,,Impulsive,Classical Form,,,,,,,
,,,,,,,Austin Rock,,,,,,,,,,,,,Increasing,Classical Influence,,,,,,,
,,,,,,,Austin Singer-Songwriter,,,,,,,,,,,,,Innocent,Classy,,,,,,,
,,,,,,,Austindie,,,,,,,,,,,,,Innovation,Clean,,,,,,,
,,,,,,,Australian Alternative Pop,,,,,,,,,,,,,Inquisitive,Cliffhanger,,,,,,,
,,,,,,,Australian Alternative Rock,,,,,,,,,,,,,Inspirational,Climactic,,,,,,,
,,,,,,,Australian Ambient,,,,,,,,,,,,,Intelligent,Climax,,,,,,,
,,,,,,,Australian Americana,,,,,,,,,,,,,Intimate,Clock Like,,,,,,,
,,,,,,,Australian Blues,,,,,,,,,,,,,Introspective,Clouds,,,,,,,
,,,,,,,Australian Children'S Music,,,,,,,,,,,,,Jaunty,Club,,,,,,,
,,,,,,,Australian Classical,,,,,,,,,,,,,Joking,Club Dance,,,,,,,
,,,,,,,Australian Classical Piano,,,,,,,,,,,,,Jolly,Clues,,,,,,,
,,,,,,,Australian Comedy,,,,,,,,,,,,,Joy,Cocktail Lounge,,,,,,,
,,,,,,,Australian Country,,,,,,,,,,,,,Joyous,Cocktails,,,,,,,
,,,,,,,Australian Dance,,,,,,,,,,,,,Keep Fit,Cold,,,,,,,
,,,,,,,Australian Death Metal,,,,,,,,,,,,,Kickass,Cold Case,,,,,,,
,,,,,,,Australian Electropop,,,,,,,,,,,,,Kind,Colourful,,,,,,,
,,,,,,,Australian Experimental,,,,,,,,,,,,,Kitsch,Combat Sports,,,,,,,
,,,,,,,Australian Garage Punk,,,,,,,,,,,,,Laidback,Combative,,,,,,,
,,,,,,,Australian Hip Hop,,,,,,,,,,,,,Learning,Comedy,,,,,,,
,,,,,,,Australian House,,,,,,,,,,,,,Leisure,Comforting,,,,,,,
,,,,,,,Australian Indie,,,,,,,,,,,,,Light,Comical,,,,,,,
,,,,,,,Australian Indie Folk,,,,,,,,,,,,,Lighthearted,Commanding,,,,,,,
,,,,,,,Australian Indie Rock,,,,,,,,,,,,,Lively,Commerce,,,,,,,
,,,,,,,Australian Indigenous,,,,,,,,,,,,,Loud,Commercial,,,,,,,
,,,,,,,Australian Indigenous Hip Hop,,,,,,,,,,,,,Love,Communication,,,,,,,
,,,,,,,Australian Jazz,,,,,,,,,,,,,Luxurious,Compassionate,,,,,,,
,,,,,,,Australian Metal,,,,,,,,,,,,,Macho,Competition,,,,,,,
,,,,,,,Australian Metalcore,,,,,,,,,,,,,Magical,Concerned,,,,,,,
,,,,,,,Australian Pop,,,,,,,,,,,,,Male,Concertina,,,,,,,
,,,,,,,Australian Post-Hardcore,,,,,,,,,,,,,Manly,Confident,,,,,,,
,,,,,,,Australian Post-Punk,,,,,,,,,,,,,Martial,Conflict,,,,,,,
,,,,,,,Australian Post-Rock,,,,,,,,,,,,,Masculine,Confused,,,,,,,
,,,,,,,Australian Psych,,,,,,,,,,,,,Melancholia,Conquering,,,,,,,
,,,,,,,Australian R&B,,,,,,,,,,,,,Melancholic,Conspiracy,,,,,,,
,,,,,,,Australian Reggae Fusion,,,,,,,,,,,,,Mellow,Construction,,,,,,,
,,,,,,,Australian Rock,,,,,,,,,,,,,Merry,Contemplative,,,,,,,
,,,,,,,Australian Singer-Songwriter,,,,,,,,,,,,,Mesmerizing,Contemporary,,,,,,,
,,,,,,,Australian Ska,,,,,,,,,,,,,Mighty,Contemporary Classical,,,,,,,
,,,,,,,Australian Talent Show,,,,,,,,,,,,,Militant,Contemporary Folk,,,,,,,
,,,,,,,Australian Techno,,,,,,,,,,,,,Mindful,Contented,,,,,,,
,,,,,,,Australian Trap,,,,,,,,,,,,,Mindful And Relaxed,Convincing,,,,,,,
,,,,,,,Australian Underground Hip Hop,,,,,,,,,,,,,Minimalistic,Cookery,,,,,,,
,,,,,,,Austrian Black Metal,,,,,,,,,,,,,Modern,Cooking,,,,,,,
,,,,,,,Austrian Choir,,,,,,,,,,,,,Momentum,Cool,,,,,,,
,,,,,,,Austrian Classical Piano,,,,,,,,,,,,,Motivating,Cool Jazz,,,,,,,
,,,,,,,Austrian DnB,,,,,,,,,,,,,Mournful,Cop,,,,,,,
,,,,,,,Austrian Hip Hop,,,,,,,,,,,,,Movement,Corporate Pop,,,,,,,
,,,,,,,Austrian Indie,,,,,,,,,,,,,Moving,Cosmic,,,,,,,
,,,,,,,Austrian Jazz,,,,,,,,,,,,,Mysterious,Country,,,,,,,
,,,,,,,Austrian Metal,,,,,,,,,,,,,Mystical,Country Blues,,,,,,,
,,,,,,,Austrian Orchestra,,,,,,,,,,,,,Naive,Country Folk,,,,,,,
,,,,,,,Austrian Pop,,,,,,,,,,,,,Naughty,Country Rock,,,,,,,
,,,,,,,Austrian Punk,,,,,,,,,,,,,Nice,Country Western,,,,,,,
,,,,,,,Austrian Stoner Rock,,,,,,,,,,,,,No Worries,Countryside,,,,,,,
,,,,,,,Austrian Techno,,,,,,,,,,,,,Noble,Courageous,,,,,,,
,,,,,,,Austro-German Modernism,,,,,,,,,,,,,Nostalgia,Court,,,,,,,
,,,,,,,Austropop,,,,,,,,,,,,,Nostalgic,Court Room,,,,,,,
,,,,,,,Auteur-Compositeur-Interprete Quebecois,,,,,,,,,,,,,Off The Wall,Cowboy,,,,,,,
,,,,,,,Autonomous Black Metal,,,,,,,,,,,,,Optimism,Crafts,,,,,,,
,,,,,,,Avant-Garde,,,,,,,,,,,,,Optimistic,Crash,,,,,,,
,,,,,,,Avant-Garde Black Metal,,,,,,,,,,,,,Oriental,Crazy,,,,,,,
,,,,,,,Avant-Garde Jazz,,,,,,,,,,,,,Otherworldly,Creative,,,,,,,
,,,,,,,Avant-Garde Metal,,,,,,,,,,,,,Over The Top,Creepy,,,,,,,
,,,,,,,Axe,,,,,,,,,,,,,Passionate,Crescendo,,,,,,,
,,,,,,,Azeri Pop,,,,,,,,,,,,,Pastoral,Crime,,,,,,,
,,,,,,,Azeri Rap,,,,,,,,,,,,,Patriotic,Crime Scene,,,,,,,
,,,,,,,Azeri Traditional,,,,,,,,,,,,,Peaceful,Criminal,,,,,,,
,,,,,,,Azonto,,,,,,,,,,,,,Pensive,Crunchy,,,,,,,
,,,,,,,Azontobeats,,,,,,,,,,,,,Peppy,Csi,,,,,,,
,,,,,,,Bachata,,,,,,,,,,,,,Perky,Cues,,,,,,,
,,,,,,,Bachata Dominicana,,,,,,,,,,,,,Persistent,Culture,,,,,,,
,,,,,,,Background Jazz,,,,,,,,,,,,,Picked,Curious,,,,,,,
,,,,,,,Background Jazz Product,,,,,,,,,,,,,Pickup,Cute,,,,,,,
,,,,,,,Background Music,,,,,,,,,,,,,Plain,Dance,,,,,,,
,,,,,,,Background Piano,,,,,,,,,,,,,Playful,Dance Electronica,,,,,,,
,,,,,,,Backing Track,,,,,,,,,,,,,Pleasure,Dance Floor,,,,,,,
,,,,,,,Baglama,,,,,,,,,,,,,Poetic,Danger,,,,,,,
,,,,,,,Bagpipe,,,,,,,,,,,,,Pomp,Dark,,,,,,,
,,,,,,,Bagpipe Marching Band,,,,,,,,,,,,,Pondering,Daunting,,,,,,,
,,,,,,,Bahai,,,,,,,,,,,,,Positive,Dawn,,,,,,,
,,,,,,,Bahamian Folk,,,,,,,,,,,,,Possessed,Daydreaming,,,,,,,
,,,,,,,Bahamian Pop,,,,,,,,,,,,,Powerful,Daytime,,,,,,,
,,,,,,,Baiao,,,,,,,,,,,,,Prestige,Daytime Light Entertainment,,,,,,,
,,,,,,,Baithak Gana,,,,,,,,,,,,,Prestigious,Deadly,,,,,,,
,,,,,,,Baja Indie,,,,,,,,,,,,,Pretty,Death,,,,,,,
,,,,,,,Bajan Soca,,,,,,,,,,,,,Progress,Decisive,,,,,,,
,,,,,,,Bajki,,,,,,,,,,,,,Promising,Decorate,,,,,,,
,,,,,,,Bakersfield Sound,,,,,,,,,,,,,Prosperous,Deep,,,,,,,
,,,,,,,Bal-Musette,,,,,,,,,,,,,Proud,Deep House,,,,,,,
,,,,,,,Balafon,,,,,,,,,,,,,Prudent,Deep Sea,,,,,,,
,,,,,,,Balalaika,,,,,,,,,,,,,Psychedelic,Defeat,,,,,,,
,,,,,,,Balearic,,,,,,,,,,,,,Pushing,Dejected,,,,,,,
,,,,,,,Balfolk,,,,,,,,,,,,,Quiet,Deliberate,,,,,,,
,,,,,,,Bali Indie,,,,,,,,,,,,,Quirky,Delicate,,,,,,,
,,,,,,,Balinese Traditional,,,,,,,,,,,,,Raising,Delight,,,,,,,
,,,,,,,Balkan Beats,,,,,,,,,,,,,Randy,Deliverance,,,,,,,
,,,,,,,Balkan Brass,,,,,,,,,,,,,Raw,Demon,,,,,,,
,,,,,,,Balkan Classical Piano,,,,,,,,,,,,,Rebellious,Depressing,,,,,,,
,,,,,,,Balkan Drill,,,,,,,,,,,,,Recovery,Deranged,,,,,,,
,,,,,,,Balkan Folk Metal,,,,,,,,,,,,,Recycle,Desert,,,,,,,
,,,,,,,Balkan Hip Hop,,,,,,,,,,,,,Redneck,Desolate,,,,,,,
,,,,,,,Balkan Trap,,,,,,,,,,,,,Reflective,Despairing,,,,,,,
,,,,,,,Ballet Class,,,,,,,,,,,,,Regal,Desperate,,,,,,,
,,,,,,,Ballroom,,,,,,,,,,,,,Relentless,Despondent,,,,,,,
,,,,,,,Baltic Choir,,,,,,,,,,,,,Religious,Destiny,,,,,,,
,,,,,,,Baltic Classical,,,,,,,,,,,,,Reluctant,Destruction,,,,,,,
,,,,,,,Baltic Classical Piano,,,,,,,,,,,,,Renewable,Detective,,,,,,,
,,,,,,,Baltic Folk,,,,,,,,,,,,,Renovation,Determined,,,,,,,
,,,,,,,Baltic Post-Punk,,,,,,,,,,,,,Restful,Developing,,,,,,,
,,,,,,,Baltimore Hip Hop,,,,,,,,,,,,,Retro,Devil,,,,,,,
,,,,,,,Baltimore Indie,,,,,,,,,,,,,Reveal,Devilish,,,,,,,
,,,,,,,Banda,,,,,,,,,,,,,Rhythm,Devotion,,,,,,,
,,,,,,,Banda Carnavalera,,,,,,,,,,,,,Risk,Diabolic,,,,,,,
,,,,,,,Banda Jalisciense,,,,,,,,,,,,,Robotic,Digital,,,,,,,
,,,,,,,Banda Peruana,,,,,,,,,,,,,Rollicking,Dignified,,,,,,,
,,,,,,,Bandinhas,,,,,,,,,,,,,Romantic,Dinner,,,,,,,
,,,,,,,Bandolim,,,,,,,,,,,,,Royal,Dirty,,,,,,,
,,,,,,,Bandoneon,,,,,,,,,,,,,Rugged,Disaster,,,,,,,
,,,,,,,Bandung Indie,,,,,,,,,,,,,Rural,Disco,,,,,,,
,,,,,,,Bandura,,,,,,,,,,,,,Sacred,Disco House,,,,,,,
,,,,,,,Bangalore Indie,,,,,,,,,,,,,Salvation,Discovery,,,,,,,
,,,,,,,Bangla Pop,,,,,,,,,,,,,Sarcastic,Discussion,,,,,,,
,,,,,,,Bangladeshi Hip Hop,,,,,,,,,,,,,Sassy,Disgust,,,,,,,
,,,,,,,Bangladeshi Indie,,,,,,,,,,,,,Satanic,Disjointed,,,,,,,
,,,,,,,Bangladeshi Rock,,,,,,,,,,,,,Satisfied,Dissonant,,,,,,,
,,,,,,,Banjo,,,,,,,,,,,,,Seductive,Distorted,,,,,,,
,,,,,,,Bansuri,,,,,,,,,,,,,Sensitive,Distressed,,,,,,,
,,,,,,,Baps,,,,,,,,,,,,,Sensual,Disturbing,,,,,,,
,,,,,,,Baptist Gospel,,,,,,,,,,,,,Serious,Diving,,,,,,,
,,,,,,,Barbadian Pop,,,,,,,,,,,,,Sex Drive,Diy,,,,,,,
,,,,,,,Barbershop,,,,,,,,,,,,,Sexual,Dj,,,,,,,
,,,,,,,Bard,,,,,,,,,,,,,Sexy,Documentary,,,,,,,
,,,,,,,Bardcore,,,,,,,,,,,,,Shimmering,Dolefulness,,,,,,,
,,,,,,,Barnalog,,,,,,,,,,,,,Silly,Doomed,,,,,,,
,,,,,,,Barnasogur,,,,,,,,,,,,,Simple,Doubtful,,,,,,,
,,,,,,,Barnemusikk,,,,,,,,,,,,,Sincere,Down,,,,,,,
,,,,,,,Barnmusik,,,,,,,,,,,,,Sitcom,Downbeat,,,,,,,
,,,,,,,Barnsagor,,,,,,,,,,,,,Slick,Downhearted,,,,,,,
,,,,,,,Barockinterpreten,,,,,,,,,,,,,Slinky,Downhill,,,,,,,
,,,,,,,Baroque,,,,,,,,,,,,,Smart,Downtempo,,,,,,,
,,,,,,,Baroque Brass,,,,,,,,,,,,,Smile,Dragster,,,,,,,
,,,,,,,Baroque Cello,,,,,,,,,,,,,Smooth,Drama,,,,,,,
,,,,,,,Baroque Ensemble,,,,,,,,,,,,,Sneaky,Dramatic,,,,,,,
,,,,,,,Baroque Pop,,,,,,,,,,,,,Soaring,Dramedy,,,,,,,
,,,,,,,Baroque Singing,,,,,,,,,,,,,Social,Drastic,,,,,,,
,,,,,,,Baroque Violin,,,,,,,,,,,,,Soft,Dread,,,,,,,
,,,,,,,Baroque Woodwind,,,,,,,,,,,,,Somber,Dream,,,,,,,
,,,,,,,Barrelhouse Piano,,,,,,,,,,,,,Sophisticated,Dreamy,,,,,,,
,,,,,,,Basel Indie,,,,,,,,,,,,,Sorrowful,Drifting,,,,,,,
,,,,,,,Bases De Freestyle,,,,,,,,,,,,,Soulful,Drinking,,,,,,,
,,,,,,,Basque Folk,,,,,,,,,,,,,Spacey,Driven,,,,,,,
,,,,,,,Bass House,,,,,,,,,,,,,Sparkling,Driving,,,,,,,
,,,,,,,Bass Music,,,,,,,,,,,,,Speed,Drones,,,,,,,
,,,,,,,Bass Trap,,,,,,,,,,,,,Spirited,Drugs,,,,,,,
,,,,,,,Bass Trip,,,,,,,,,,,,,Spiritual,Drum N Bass,,,,,,,
,,,,,,,Basshall,,,,,,,,,,,,,Spur,Drums,,,,,,,
,,,,,,,Bassline,,,,,,,,,,,,,Stately,Drunk,,,,,,,
,,,,,,,Batak,,,,,,,,,,,,,Static,Dub,,,,,,,
,,,,,,,Bath Indie,,,,,,,,,,,,,Stimulating,Dubstep,,,,,,,
,,,,,,,Batida,,,,,,,,,,,,,Storytelling,Dynamic,,,,,,,
,,,,,,,Batidao Romantico,,,,,,,,,,,,,Strength,Dystopia,,,,,,,
,,,,,,,Baton Rouge Rap,,,,,,,,,,,,,Strong,Earth,,,,,,,
,,,,,,,Battle Rap,,,,,,,,,,,,,Stylish,Earthy,,,,,,,
,,,,,,,Bay Area Hip Hop,,,,,,,,,,,,,Suave,Ease,,,,,,,
,,,,,,,Bay Area Indie,,,,,,,,,,,,,Success,Easy,,,,,,,
,,,,,,,Bayerischer Rap,,,,,,,,,,,,,Suggestive,Easy Going,,,,,,,
,,,,,,,Bboy,,,,,,,,,,,,,Sultry,Easy Listening,,,,,,,
,,,,,,,Bc Underground Hip Hop,,,,,,,,,,,,,Sunny,Eccentric,,,,,,,
,,,,,,,Beach House,,,,,,,,,,,,,Sunshine,Eclectic,,,,,,,
,,,,,,,Beach Music,,,,,,,,,,,,,Supernatural,Edge Of Seat,,,,,,,
,,,,,,,Beat Italiano,,,,,,,,,,,,,Sure,Edgy,,,,,,,
,,,,,,,Beat Poetry,,,,,,,,,,,,,Sustainable,EDM,,,,,,,
,,,,,,,Beatboxing,,,,,,,,,,,,,Swag,Educational,,,,,,,
,,,,,,,Beatdown,,,,,,,,,,,,,Swagger,Eerie,,,,,,,
,,,,,,,Beatlesque,,,,,,,,,,,,,Swanky,Eery,,,,,,,
,,,,,,,Beats,,,,,,,,,,,,,Swashbuckling,Effortless,,,,,,,
,,,,,,,Bebop,,,,,,,,,,,,,Sweeping,Eldritch,,,,,,,
,,,,,,,Bedroom Pop,,,,,,,,,,,,,Sweet,Electric,,,,,,,
,,,,,,,Bedroom Soul,,,,,,,,,,,,,Sympathetic,Electro,,,,,,,
,,,,,,,Belarusian Electronic,,,,,,,,,,,,,Team,Electro House,,,,,,,
,,,,,,,Belarusian Hip Hop,,,,,,,,,,,,,Teamwork,Electro Pop,,,,,,,
,,,,,,,Belarusian Indie,,,,,,,,,,,,,Technical,Electronic,,,,,,,
,,,,,,,Belarusian Metal,,,,,,,,,,,,,Technology,Electronic And Acoustic,,,,,,,
,,,,,,,Belarusian Pop,,,,,,,,,,,,,Teenager,Electronic Music,,,,,,,
,,,,,,,Belarusian Punk,,,,,,,,,,,,,Tempo,Electronica,,,,,,,
,,,,,,,Belarusian Rock,,,,,,,,,,,,,Temptation,Elegant,,,,,,,
,,,,,,,Belgian Black Metal,,,,,,,,,,,,,Tender,Elevator,,,,,,,
,,,,,,,Belgian Blues,,,,,,,,,,,,,Thoughtful,Elevator Music,,,,,,,
,,,,,,,Belgian Classical Piano,,,,,,,,,,,,,Thrusting,Emergency,,,,,,,
,,,,,,,Belgian Contemporary Classical,,,,,,,,,,,,,Togetherness,Emo,,,,,,,
,,,,,,,Belgian Dance,,,,,,,,,,,,,Tongue In Cheek,Emotional,,,,,,,
,,,,,,,Belgian Death Metal,,,,,,,,,,,,,Training,Empowering,,,,,,,
,,,,,,,Belgian DnB,,,,,,,,,,,,,Tranquil,Enchanting,,,,,,,
,,,,,,,Belgian EDM,,,,,,,,,,,,,Transcendental,Encouraging,,,,,,,
,,,,,,,Belgian Electronic,,,,,,,,,,,,,Trendy,End,,,,,,,
,,,,,,,Belgian Hip Hop,,,,,,,,,,,,,Tribal,Endurance,,,,,,,
,,,,,,,Belgian Indie,,,,,,,,,,,,,Triumph,Enemy,,,,,,,
,,,,,,,Belgian Indie Rock,,,,,,,,,,,,,Triumphant,Energetic,,,,,,,
,,,,,,,Belgian Jazz,,,,,,,,,,,,,Tropical,Engaging,,,,,,,
,,,,,,,Belgian Metal,,,,,,,,,,,,,Trust,Engineering,,,,,,,
,,,,,,,Belgian Modern Jazz,,,,,,,,,,,,,Uncanny,Enigmatic,,,,,,,
,,,,,,,Belgian New Wave,,,,,,,,,,,,,Unearthly,Enjoyable,,,,,,,
,,,,,,,Belgian Pop,,,,,,,,,,,,,Unsure,Enraged,,,,,,,
,,,,,,,Belgian Post-Rock,,,,,,,,,,,,,Untroubled,Entertainment Tv,,,,,,,
,,,,,,,Belgian Rock,,,,,,,,,,,,,Unusual,Enthusiastic,,,,,,,
,,,,,,,Belgian Singer-Songwriter,,,,,,,,,,,,,Unworried,Environment,,,,,,,
,,,,,,,Belgian Techno,,,,,,,,,,,,,Uplifting,Epic,,,,,,,
,,,,,,,Belly Dance,,,,,,,,,,,,,Uptight,Epidemic,,,,,,,
,,,,,,,Belo Horizonte Indie,,,,,,,,,,,,,Urgency,Equestrian,,,,,,,
,,,,,,,Bemani,,,,,,,,,,,,,Urgent,Erotic,,,,,,,
,,,,,,,Benga,,,,,,,,,,,,,Vibrant,Escape,,,,,,,
,,,,,,,Beninese Pop,,,,,,,,,,,,,Victory,Esoteric,,,,,,,
,,,,,,,Bergamo Indie,,,,,,,,,,,,,Vigorous,Espionage,,,,,,,
,,,,,,,Bergen Indie,,,,,,,,,,,,,Vintage,Ethereal,,,,,,,
,,,,,,,Berlin Minimal Techno,,,,,,,,,,,,,Violence,Ethnic,,,,,,,
,,,,,,,Berlin School,,,,,,,,,,,,,Violent,Ethnic Dance,,,,,,,
,,,,,,,Bern Indie,,,,,,,,,,,,,Vivacious,Ethno,,,,,,,
,,,,,,,Bgm,,,,,,,,,,,,,Vivid,Euphoric,,,,,,,
,,,,,,,Bhajan,,,,,,,,,,,,,Wacky,Euro Dance,,,,,,,
,,,,,,,Bhangra,,,,,,,,,,,,,Warm,Events,,,,,,,
,,,,,,,Bhojpuri Pop,,,,,,,,,,,,,Warmth,Evil,,,,,,,
,,,,,,,Bhutanese Pop,,,,,,,,,,,,,Weird,Evil Spirit,,,,,,,
,,,,,,,Bible,,,,,,,,,,,,,Well Being,Evocative,,,,,,,
,,,,,,,Big Band,,,,,,,,,,,,,Wellness,Exciting,,,,,,,
,,,,,,,Big Beat,,,,,,,,,,,,,Western,Exercise,,,,,,,
,,,,,,,Big Room,,,,,,,,,,,,,Whimsical,Exhilarating,,,,,,,
,,,,,,,Binaural,,,,,,,,,,,,,Wild,Exhilirating,,,,,,,
,,,,,,,Birdsong,,,,,,,,,,,,,Win,Exotic,,,,,,,
,,,,,,,Birmingham Grime,,,,,,,,,,,,,Worried,Expectant,,,,,,,
,,,,,,,Birmingham Hip Hop,,,,,,,,,,,,,Youthful,Experimental,,,,,,,
,,,,,,,Birmingham Indie,,,,,,,,,,,,,Zen,Exploration,,,,,,,
,,,,,,,Birmingham Metal,,,,,,,,,,,,,,Explosive,,,,,,,
,,,,,,,Birthday,,,,,,,,,,,,,,Expressive,,,,,,,
,,,,,,,Bisaya Indie,,,,,,,,,,,,,,Extraterrestrial,,,,,,,
,,,,,,,Bisaya Rap,,,,,,,,,,,,,,Extravagant,,,,,,,
,,,,,,,Bisrock,,,,,,,,,,,,,,Extreme,,,,,,,
,,,,,,,Bitpop,,,,,,,,,,,,,,Extreme Sports,,,,,,,
,,,,,,,Black 'N' Roll,,,,,,,,,,,,,,Fairies,,,,,,,
,,,,,,,Black Americana,,,,,,,,,,,,,,Fairy Tale,,,,,,,
,,,,,,,Black Comedy,,,,,,,,,,,,,,Fairytale,,,,,,,
,,,,,,,Black Death,,,,,,,,,,,,,,Fame,,,,,,,
,,,,,,,Black Metal,,,,,,,,,,,,,,Family,,,,,,,
,,,,,,,Black Punk,,,,,,,,,,,,,,Family Adventure,,,,,,,
,,,,,,,Black Speed Metal,,,,,,,,,,,,,,Fancy,,,,,,,
,,,,,,,Black Thrash,,,,,,,,,,,,,,Fantasy,,,,,,,
,,,,,,,Blackened Crust,,,,,,,,,,,,,,Fantasy Adventure,,,,,,,
,,,,,,,Blackened Deathcore,,,,,,,,,,,,,,Fantasy Magical,,,,,,,
,,,,,,,Blackened Hardcore,,,,,,,,,,,,,,Fascination,,,,,,,
,,,,,,,Blackened Screamo,,,,,,,,,,,,,,Fashion,,,,,,,
,,,,,,,Blackgaze,,,,,,,,,,,,,,Fashion Glamour,,,,,,,
,,,,,,,Blaskapelle,,,,,,,,,,,,,,Fashion Show,,,,,,,
,,,,,,,Blasmusik,,,,,,,,,,,,,,Fast,,,,,,,
,,,,,,,Bleep Techno,,,,,,,,,,,,,,Fast Paced,,,,,,,
,,,,,,,Bloco,,,,,,,,,,,,,,Fat,,,,,,,
,,,,,,,Bluegrass,,,,,,,,,,,,,,Favorable,,,,,,,
,,,,,,,Bluegrass Fiddle,,,,,,,,,,,,,,Fear,,,,,,,
,,,,,,,Bluegrass Gospel,,,,,,,,,,,,,,Fearless,,,,,,,
,,,,,,,Blues,,,,,,,,,,,,,,Feel Good,,,,,,,
,,,,,,,Blues Band,,,,,,,,,,,,,,Feeling,,,,,,,
,,,,,,,Blues Latinoamericano,,,,,,,,,,,,,,Felony,,,,,,,
,,,,,,,Blues Mexicano,,,,,,,,,,,,,,Female,,,,,,,
,,,,,,,Blues Rock,,,,,,,,,,,,,,Feng Shui,,,,,,,
,,,,,,,Blues-Rock Guitar,,,,,,,,,,,,,,Festive,,,,,,,
,,,,,,,Bmore,,,,,,,,,,,,,,Fiddle,,,,,,,
,,,,,,,Boeremusiek,,,,,,,,,,,,,,Fierce,,,,,,,
,,,,,,,Bogor Indie,,,,,,,,,,,,,,Fiery,,,,,,,
,,,,,,,Bohemian Baroque,,,,,,,,,,,,,,Fight,,,,,,,
,,,,,,,Bolero,,,,,,,,,,,,,,Film,,,,,,,
,,,,,,,Bolero Cubano,,,,,,,,,,,,,,Film Noir,,,,,,,
,,,,,,,Bolero Mexicano,,,,,,,,,,,,,,Film Score,,,,,,,
,,,,,,,Bolivian Metal,,,,,,,,,,,,,,First Kiss,,,,,,,
,,,,,,,Bolivian Rock,,,,,,,,,,,,,,Fishing,,,,,,,
,,,,,,,Bolobedu House,,,,,,,,,,,,,,Fitness,,,,,,,
,,,,,,,Bomba,,,,,,,,,,,,,,Flight,,,,,,,
,,,,,,,Bomba Y Plena,,,,,,,,,,,,,,Flirtatious,,,,,,,
,,,,,,,Bongo Flava,,,,,,,,,,,,,,Floating,,,,,,,
,,,,,,,Boogaloo,,,,,,,,,,,,,,Floaty,,,,,,,
,,,,,,,Boogie,,,,,,,,,,,,,,Flowery,,,,,,,
,,,,,,,Boogie-Woogie,,,,,,,,,,,,,,Flowing,,,,,,,
,,,,,,,Boom Bap,,,,,,,,,,,,,,Flying,,,,,,,
,,,,,,,Boom Bap Brasileiro,,,,,,,,,,,,,,Focused,,,,,,,
